Base	Collocatif	Compositionnel	Phrase	ID	Corpus	URL
plaque	plomb	Oui	Il fallait faire coulisser la dalle-couvercle, placer la dépouille sur la plaque de plomb, refermer la dalle et abaisser un levier.	s2469 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s2469&idxml=LITT.fr.AYERDHAL.xml&user=userP&token=b5002a1b7138ffb396ca4c58b5e2cf89
coupole	plomb	Oui	Zolt fit établir au sommet de la colline une coupole en verre à base de plomb qui permettait de mieux observer ce qui se passait à la surface.	s5201 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s5201&idxml=LITT.fr.BARBET.xml&user=userP&token=0e4a2cc10d8e8f063016fad76e3fac2f
silence	plomb	Non	Les protagonistes arrivent peu à peu dans un silence de plomb, interrompu seulement par une garde répétant d'une voix de stentor que les téléphones portables doivent être sur vibreur et non visibles.	s179042 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s179042&idxml=lfi2010_2011.xml&user=userP&token=0b01998de05091c2334b214d347db57b
silence	plomb	Non	Perdus dans l'immensité aride des montagnes afghanes, ces soldats chargés de la sécurité du village voisin font le guet, nuit et jour, dans un silence de plomb, lourd à rendre fou.	s1365638 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s1365638&idxml=lm2010_2015.xml&user=userP&token=5f000fe5e60a1af9d057ea2b45a6b18f
silence	plomb	Non	Dans le silence de plomb qui était tombé sur l'assistance, on n'entendait qu'un petit bruit de source.	s3855 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s3855&idxml=LITT.fr.BRASEY.xml&user=userP&token=99395468fc7e495bed7a87ea5e7cf871
silence	plomb	Non	Elle fit défiler les numéros aussi vite que possible alors qu'un silence de plomb tombait sur la salle, et que certains prenaient cette récréation pour une autorisation à plonger, eux aussi, le nez dans leurs smartphones.	s5087 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s5087&idxml=LITT.fr.BREAU.xml&user=userP&token=f07c306f0b1d9ddfd9b91ec13c5d94c1
silence	plomb	Non	Je redescendis brutalement sur terre et pus contempler l'ensemble de mon oeuvre : un silence de plomb, une salle ravagée, des clients scandalisés, mes cinq convives blancs comme des linges, et moi-même, encore sous le joug du sommelier gringalet.	s245 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s245&idxml=LITT.fr.HENRIONNET.xml&user=userP&token=45fbaed4a089bfd2fcff66c665e19953
silence	plomb	Non	Malgré tous ces écueils, des témoignages seront au moins sortis du silence de plomb de ces quarante dernières années.	s681385 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s681385&idxml=lm2010_2015.xml&user=userP&token=671e98ac253398a22b5afe0bcba1c216
silence	plomb	Non	La remorque fut secouée par une succession de cahots avant de s'immobiliser dans un grincement sinistre, puis, un à un, les moteurs se turent et un silence de plomb ensevelit la caravane.	s258 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s258&idxml=LITT.fr.BORDAGE.xml&user=userP&token=c5cf86fc7aed826058a1bf064ada101c
silence	plomb	Non	Le mot, enfin prononcé, semblait tellement abominable que Victor baissa les yeux tandis qu'un silence de plomb s'abattait sur eux.	s11888 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s11888&idxml=LITT.fr.BOURDIN.xml&user=userP&token=24b3a02fb5ea46b09a4ad0703344fdca
silence	plomb	Non	Un silence de plomb est venu m'apporter la preuve que ces quelques mots résonnaient longuement dans les esprits, comme si un bloc de roche lunaire était tombé au centre d'une mer d'huile.	s2397 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s2397&idxml=LITT.fr.DANTEC.xml&user=userP&token=f521b8d153826f35cda8025246f7a2e7
silence	plomb	Non	Paul et Sophie émirent quelques grognements de protestations et obéirent finalement, laissant derrière eux un silence de plomb.	s16245 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s16245&idxml=LITT.fr.JOMAIN.xml&user=userP&token=4cefc01bcb805948debcbdb13cff3975
urne	plomb	Oui	– Dans une urne de plomb, sous un pin, ricana Chris en vidant son verre.	s766 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s766&idxml=LITT.fr.CANAL.xml&user=userP&token=82ac3e97a7bdf26081e2a90d825036ab
tablette	plomb	Oui	Le moricaud s'assit en tailleur, tira de son coffret une mince tablette de plomb et un style aiguisé.	s11475 	FY : Corpus fantastique de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s11475&idxml=FY.fr.JAWORSKI.xml&user=userP&token=3c498c0a568e9f1cbf378c292accd487
tuyau	plomb	Oui	Il tenait un truc dans une main que j'ai vaguement identifié comme un tuyau de plomb, long de soixante bons centimètres.	s1411 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s1411&idxml=LITT.fr.DANTEC2.xml&user=userP&token=55b666fd729af82d9473b40d1040b2ef
cercueil	plomb	Oui	Souffler enfin, se reposer à jamais en un cercueil de plomb déposé en une fosse aux parois de marbre où l'attendaient sans impatience ses ancêtres momifiés... comme ils l'étaient déjà de leur vivant !	s4574 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s4574&idxml=LITT.fr.FAJARDIE.xml&user=userP&token=0eefc451ea8b9e2d1560a669d2f64f66
cage	plomb	Oui	L'homme est né sous des cieux ouverts, et, quoi qu'il fasse, l'immensité de ces étendues pèse plus durement sur lui qu'aucune cage de plomb.	s1036 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s1036&idxml=LITT.fr.KLEIN.xml&user=userP&token=b01d18078ed23dda909c34db1edebbca
gants	plomb	Oui	C'est dangereux de l'approcher, et je n'ai qu'une seule paire de gants de plomb.	s6240 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s6240&idxml=LITT.fr.GENEFORT.xml&user=userP&token=155a1e700a285ce44c3bce5ab3334927
masse	plomb	Oui	On lui fixa au pied une chaîne reliée à une masse de plomb qu'on lui mit en main.	s4397 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s4397&idxml=LITT.fr.GODDYN.xml&user=userP&token=238a2eeb66b73c62051a6f7c833b38d4
lingot	plomb	Oui	Mais, par exemple, elle admettait mal d'être mêlée aux projets du régisseur au même titre qu'une ânesse ou un lingot de plomb.	s3957 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s3957&idxml=LITT.fr.GOLON~GOLON.xml&user=userP&token=73d473b490e215cd9eaa53248198c287
morceau	plomb	Oui	La bougie fut allumée et Fritz Hauër apporta un petit tube recourbé à angle droit, dans lequel le comte se mit à souffler de façon à diriger la flamme de la bougie sur le morceau de plomb incrusté dans la coupelle d'os.	s14436 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s14436&idxml=LITT.fr.GOLON~GOLON.xml&user=userP&token=c2213c0470fc170569b24aa535739d1b
armatures	plomb	Oui	Jeanne déambula sous les armatures de plomb et de zinc : l'atelier était un pur lieu industriel du XIX e siècle recyclé en loft moderne.	s18653 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s18653&idxml=LITT.fr.GRANGE.xml&user=userP&token=ef1bc37ca500fc0972889e20bfcb4225
vent	grand	Non	Ils avaient un peu pâli , ils n' étaient plus du bleu de fond de la nuit , mais du bleu d'après le crépuscule , du côté d' où la nuit vient , après la tempête , quand le grand vent a lavé le ciel avec les vagues.	s2108 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s2108&idxml=LITT.fr.BARJAVEL.xml&user=userP&token=ba20e722fbfb1907669986738e5cef57
vent	grand	Non	Au fur et à mesure qu'Odin égrenait ces paroles dans l'air tiède du soir, une sorte de grand vent envahit l'espace, mugissant comme un taureau en colère.	s719 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s719&idxml=LITT.fr.BRASEY.xml&user=userP&token=4533fc67516cef133140c416ad4b5268
vent	grand	Non	Tandis que Brunehilde lançait ses imprécations, un grand vent de tempête se leva et tourbillonna dans l'espace avec des sifflements furieux.	s16646 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s16646&idxml=LITT.fr.BRASEY.xml&user=userP&token=85a2d1a155a21ee535c2b687860e8ce2
vent	grand	Non	Seigneur, un grand vent venu de la mer faisait claquer les voiles des galères, le matin où a commencé pour moi le voyage en enfer.	s1426 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s1426&idxml=LITT.fr.GALLO2.xml&user=userP&token=838fb6e4eceb0d046cdf022295581992
vents	grands	Non	Des rêves , tout ça , du vent , quelque chose soufflant du plus profond de la mémoire comme les grands vents d' automne et d' hiver sur ces hautes terres , comme la tempête de Noël 1999 qui nous avait laissés pendant de longs jours dans le froid et l' obscurité , terrés en nous-mêmes , et finissant par retrouver la mémoire des loups qui avaient assiégé le sommeil de nos ancêtres. 	s237 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s237&idxml=LITT.fr.MILLET.xml&user=userP&token=f96076c5a8f16dc5492d0a5ae6563b6e
vent	grand	Non	Ce fut à cet instant qu’un grand vent purificateur se mit à souffler sur la plaine de Mane.	s20995 	POLv2 : Corpus policier de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s20995&idxml=POL.fr.MAGNAN.xml&user=userP&token=d4066653f2a8090836b9c3c554578a8e
vent	grand	Non	Le ciel s'assombrit alors, tandis qu'un grand vent se levait, annonciateur d'une violente tempête.	s15102 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s15102&idxml=LITT.fr.BRASEY.xml&user=userP&token=6e2b8d732955e641c0e3926f80e5bf00
vent	grand	Non	Angélique eut brusquement l'impression qu'au fond d'elle-même une porte s'ouvrait comme poussée par un grand vent frais plein de soleil.	s73627 	SENT : Corpus sentimental de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s73627&idxml=SENT.fr.GOLON~GOLON.xml&user=userP&token=aa63fb9191e75517b09c72e869bddfa2
vent	grand	Non	Puis soudain le sol tremble, un grand vent une qui serait inaccessible, un endroit où nul ne soulève les antennes, un bruit infernal fait claquer viendrait jamais le déranger... Comme un lieu intéles tympans des tibias.	s42625 	SF : Corpus de science-fiction de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s42625&idxml=SF.fr.WERBER.xml&user=userP&token=a7bbf8bdcd147ba28eb745ee178da41b
vent	grand	Non	Tancrède songea qu'en la nature, les choses peuvent toujours surprendre en un sens inattendu mais depuis des jours soufflait obstinément un grand vent du nord extrêmement froid.	s10670 	HIST : Corpus historique de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s10670&idxml=HIST.fr.FAJARDIE.xml&user=userP&token=c105361db35c52b2cd3ef99bfac6065c
cheval	grand	Oui	Par instants, il observait le grand cheval noir ou jetait des regards d'homme traqué au cardinal et aux Foulards Rouges qui tous tentaient de sourire et le plaignaient secrètement tant sa souffrance, déchirante, faisait peine à voir tandis qu'il semblait impossible d'y porter remède.	s4379 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s4379&idxml=LITT.fr.FAJARDIE.xml&user=userP&token=a3c51036fb42850599258020a8c3fc17
appartement	grand	Oui	Il avait organisé une fête dans son grand appartement, pour célébrer nos réussites à l'examen.	s1534 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s1534&idxml=LITT.fr.ABECASSIS.xml&user=userP&token=061c963e0f49995da1057f3989a892d1
lit	grand	Oui	Un grand lit à baldaquin trônait sur une estrade de bois exotique, du valak noir.	s3566 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s3566&idxml=LITT.fr.ROBERT.xml&user=userP&token=4a6a388abd9f9c2fa3819ff8e6364e56
seau	grand	Oui	Si le temps était beau, le parc offrait des bosquets où d'autres valets vous tendaient un grand seau déjà à demi plein.	s5161 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s5161&idxml=LITT.fr.MERLE.xml&user=userP&token=9755acfb673ddf5530d7ca01053fca2a
tableau	grand	Oui	Les deux enfants entrèrent et regardèrent autour d'eux le grand tableau d'affichage, le quai à travers la porte transparente, les écrans qui donnaient les horaires d'arrivées.	s1270 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s1270&idxml=LITT.fr.ACHARD.xml&user=userP&token=691fc09478d2931af484ad8e7c5fb2a3
table	grande	Oui	Tous les autres s'étaient attablés autour de la grande table extérieure.	s2028 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s2028&idxml=LITT.fr.ACHARD.xml&user=userP&token=4681f6c79dec60283bf8f7481af665bc
parking	grand	Oui	Les camping-cars arrivaient les uns après les autres, s'alignant par dizaines sur le grand parking bitumé.	s2740 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s2740&idxml=LITT.fr.ACHARD.xml&user=userP&token=1b99be4aeaff27174ff6dd6a612c9738
librairie	grande	Oui	Mais j'allais souvent dans une grande librairie rue Ménil, où il y a toujours beaucoup de monde et où ils vous laissent tranquilles.	s426 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s426&idxml=LITT.fr.AJAR.xml&user=userP&token=ad184dd5d5de78f2d99f5c2d3c7e01cd
bureau	grand	Oui	Il se tenait au milieu de son grand bureau, vêtu de son costume gris à carreaux princier de Galles.	s979 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s979&idxml=LITT.fr.AJAR.xml&user=userP&token=bd80b88f8144e1b6d9f55db7693b7e2f
miroir	grand	Oui	M'apercevant dans un grand miroir vénitien pendu au mur, je m'approchai et j'eus la surprise de me trouver plus grande et surtout plus jolie que je n'étais la veille.	s6365 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s6365&idxml=LITT.fr.MERLE.xml&user=userP&token=7375a6947425cc897a1e9235257eeb50
ami	grand	Non	Il s'en est même pris à Jean Dutourd, qui deviendra un grand ami.	s360398 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s360398&idxml=lfi2010_2011.xml&user=userP&token=264ee0d1d483f403a0db4bfca799cea4
amie	grande	Non	Lorsqu'elle a voulu prendre un pseudonyme, son éditrice, une grande amie, lui a gentiment fait comprendre qu'il ne fallait pas exagérer.	s403779 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s403779&idxml=lfi2010_2011.xml&user=userP&token=fe30f921cacf9105e70d572e042070f9
amis	grands	Non	Les grands amis de toujours, Moubarak et Ben Ali, ont été emportés par la colère de leur peuple.	s38292 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s38292&idxml=libe2010_2015.xml&user=userP&token=fda2c129df699297a4b047eb34111462
ami	grand	Non	Vendredi Livre de feu Lecture d'un chef-d'oeuvre : Brève attaque du vif, le nouveau roman de mon grand ami François Meyronnis.	s769611 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s769611&idxml=libe2010_2015.xml&user=userP&token=336ed472ef9eff0ed67b96de99ce97e8
amie	grande	Non	Nathalie, ma première grande amie, celle que j'ai choisie à dix ans, n'est pas catholique.	s174 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s174&idxml=LITT.fr.CUSSET.xml&user=userP&token=3e3afd8a1f1c5c0d4b95437af03b1d36
ami	grand	Non	Or, le coadjuteur Paul de Gondi, grand ami de Broussel, descend lui aussi dans la rue, essaye de calmer les choses, mais sans succès.	s4431 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s4431&idxml=LITT.fr.MERLE.xml&user=userP&token=2f59f858322684ffaea1cdfe5ff7c63d
amis	grands	Non	C'était un couple assez gentil, de grands amis d'Irène Debout, qui, exilés loin de Paris par une sauvagerie des plus affectées, passaient leur temps lorsqu'ils venaient dans la capitale, c'est-à-dire cent fois par an, à vanter les charmes de la solitude.	s1860 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s1860&idxml=LITT.fr.SAGAN2.xml&user=userP&token=5074bf7e1ce2dcb7f0e0d748b79c9e30
ami	grand	Non	Nous eûmes cependant une grande frayeur le troisième jour, quand le sultan lui-même rendit une visite surprise à son grand ami, le docteur.	s7776 	SF_COMP : corpus de SF comparable en-fr (années 1990)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s7776&idxml=SF.en_fr/patched/fr/PAGEL_L_EQUILIBRE_DES_PARADOXES.tei.xml&user=userP&token=e62a920c4580ec8f5cba7bd08f063f6f
ami	grand	Non	L'origine du film date du tournage de The Trip en 1967, un film de Roger Corman qui réunit Dennis Hopper et son grand ami du moment, Peter Fonda.	s490633 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s490633&idxml=libe2010_2015.xml&user=userP&token=0a9cb5227c9d1dbb35c847295a4983c8
amie	grande	Non	J'ai une grande amie, ma supérieure en toutes choses, qui se nomme Sarah Sand et qui possède un merveilleux foutoir qu'elle me prête, comme à quelques autres de ses suivantes, pour recevoir l'homme.	s812 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s812&idxml=LITT.fr.DEMANDIARGUES.xml&user=userP&token=04332fc8e0ee5f878f6ae633948abef7
manteaux	grands	Oui	Présentée dans un univers simple et épuré, la collection comporte de grands manteaux en feutre de cachemire faits d'une seule pièce, tout comme des meubles taillés dans du zitan, le bois impérial.	s136 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s136&idxml=lfi2010_2011.xml&user=userP&token=73b79c76143166ec897897c03fdf4bcc
surface	grande	Oui	Les archéologues ont trouvé environ 500 silex : près de 300 éclats rassemblés sur une petite aire de débitage de 2 m2 et des pierres taillées éparpillées sur une grande surface.	s204 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s204&idxml=lfi2010_2011.xml&user=userP&token=028fd37a39a98253db73c54bbf6e9993
mur	grand	Oui	Pendant que les filles s'amusaient dans les bras de leur mère pour qu'elles leur tressent les cheveux, ma soeur, elle, frissonnait dans le froid et la neige, en priant le long du grand mur de la prison pour que, peut-être, on la laisse apercevoir sa mère.	s803 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s803&idxml=lfi2010_2011.xml&user=userP&token=d9393be9ef40fc9724fad50ff9159bed
maison	grande	Oui	Connie rentre en effet seule à Londres où l'attendent leur grande maison et leurs trois garçons.	s7955 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s7955&idxml=lfi2010_2011.xml&user=userP&token=9775327de28874e1b851fdd820abe673
femme	grande	Oui	Octavia Tessier était une femme grande et maigre, sous ses amples vêtements à la mode dans les années soixante-dix. 	s1113 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s1113&idxml=LITT.fr.ABECASSIS.xml&user=userP&token=b9758cd753ddc65bdd235a3fca31fdfe
parc	grand	Oui	Mimant la passion, le couple pénètre dans un grand parc ombragé d'arbres superbes.	s4375 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s4375&idxml=LITT.fr.BODARD.xml&user=userP&token=7e6ad1b057482c87f25fbcf75a8dec03
poignard	grand	Oui	Il n'avait rien sur lui, ni bagage ni argent, seulement son grand poignard, que Nils avait empoché aussitôt.	s2235 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s2235&idxml=LITT.fr.KATZ.xml&user=userP&token=5c10e2b59a46cbedf031bc10fc8b9cd2
chêne	grand	Oui	Un grand chêne qui nous servirait d'abri, de repère, qui nous nourrirait et nous protègerait, lui, mes petites et moi.	s5125 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s5125&idxml=LITT.fr.ABECASSIS.xml&user=userP&token=eb7af91bff79a284bc343d9b808d2820
tentes	grandes	Oui	Et les grandes tentes étaient les bâtiments d'une petite ville provisoire, d'un provisoire qui s'éternisait, comme la soudure.	s2449 	SF_COMP : corpus de SF comparable en-fr (années 1990)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s2449&idxml=SF.en_fr/patched/fr/AYERDHAL_Demain_une_oasis.xml.tei.xml&user=userP&token=62bf1989203a17a3dba81e14e158078c
sacs	grands	Oui	Albertine qui, toute la journée, cousait de grands sacs pour la future récolte, la soignait de son mieux.	s1163 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s1163&idxml=LITT.fr.MAKINE2.xml&user=userP&token=ca175b0a5d850061ba45ef5781a5091d
dégoût	profond	Non	Et si Blandine ne semblait pas autrement affectée par toute cette cochonnerie, au long des villes et villages que nous traversions, je ressentais quant à moi un profond dégoût.	s1201 	SF_COMP : corpus de SF comparable en-fr (années 1990)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s1201&idxml=SF.en_fr/patched/fr/DIROLLO_Fresques_de_la_tragedie_humaine_1_Number_nine.xml.tei.xml&user=user&token=46789fdf93c0d1a6febc67b0418d1288
dégoût	profond	Non	Tout son être exsudait un dégoût profond à l'égard des visiteurs.	s5885 	SF_COMP : corpus de SF comparable en-fr (années 1990)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s5885&idxml=SF.en_fr/patched/fr/GENEFORT_ARAGO.xml.tei.xml&user=user&token=ff542e8e7cb7970f424ac2175f5cc3c3
dégoût	profond	Non	Lentement, Lliane se redressa, le coeur lourd d'un profond dégoût.	s12962 	FY : Corpus fantastique de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s12962&idxml=FY.fr.FETJAINE.xml&user=user&token=a6ef2ecb8dd574414c37ba394c5f4413
dégoût	profond	Non	On comprendra qu'après de telles expériences et bien d'autres, je fusse pris d'un dégoût profond de publier.	s17509 	GEN : Corpus général de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s17509&idxml=GEN.fr.AJAR.xml&user=user&token=cb26136f3dcd4f5c9d320a1a62865498
dégoût	profond	Non	Pour lui, la volonté de vivre se réduit parfois à l'instinct de conservation, parfaitement compatible avec un profond dégoût de l'existence : dégoût qui peut conduire à la névrose fabulatrice, à la fugue, au terrorisme, à l'entrée dans une secte, à la négation de soi qu'illustre bien l'inconnu de Lagrairie en répétant : Je ne suis personne.	s6087 	GEN : Corpus général de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s6087&idxml=GEN.fr.BAZIN.xml&user=user&token=e412b958ea45eefe2a7646d75903fda4
dégoût	profond	Non	Pourtant c'était clair et claire aussi la raison pour laquelle jusqu'à ce jour j'avais éprouvé un profond dégoût de la masturbation, une sorte d'écoeurement qui me mettait dangereusement mal à mon aise.	s2116 	GEN : Corpus général de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s2116&idxml=GEN.fr.CARDINAL.xml&user=user&token=a82bdf622958fa4cc001845d2ab19731
dégoût	profond	Non	Je me rendais compte en même temps que le coup formidable qu'elle m'avait assené en me racontant son avortement raté m'avait laissé un profond dégoût de moi : je ne pouvais pas être aimée, je ne pouvais pas plaire, je ne pouvais qu'être rejetée.	s2928 	GEN : Corpus général de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s2928&idxml=GEN.fr.CARDINAL.xml&user=user&token=6364f97a32d3a975087e10b8c5f7c07b
dégoût	profond	Non	Après l'étourdissement causé par un brusque changement de direction, il y eut ce profond dégoût pour cette recherche qui nous apparaissait maintenant inutile et difficilement justifiable.	s1904 	GEN : Corpus général de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s1904&idxml=GEN.fr.CINTAS.xml&user=user&token=d41018086c68538611bceb01938a21be
